brand_name,product_description,full_price,discount_price,avg_rating,number_of_rating,image_url,product_details,available_option
OSAIV,"Mini Power Bank Portable Charger, OSAIV 5000mAh Battery Pack Compatible with iPhone 15/14/13/12 Series and Android, Black",0.0,0.0,0.0,0.0,,,"selected, Black, $12.99Black$12.99', 'Pink, $12.99Pink$12.99', 'White, $12.99White$12.99"
OSAIV,"Mini Power Bank Portable Charger, OSAIV 5000mAh Battery Pack Compatible with iPhone 15/14/13/12 Series and Android, Pink",0.0,0.0,0.0,0.0,,,"Black, $12.99Black$12.99', 'selected, Pink, $12.99Pink$12.99', 'White, $12.99White$12.99"
OSAIV,"Mini Power Bank Portable Charger, OSAIV 5000mAh Battery Pack Compatible with iPhone 15/14/13/12 Series and Android, White",0.0,0.0,0.0,0.0,,,"Black, $12.99Black$12.99', 'Pink, $12.99Pink$12.99', 'selected, White, $12.99White$12.99"
Visit the Anker Store,"Nano Portable Charger for iPhone, with Built-in MFi Certified Lightning Connector, Power Bank 5,000mAh 12W, Compatible with iPhone 14/14 Pro / 14 Plus, iPhone 13 and 12 Series (Blue)",0.0,0.0,4.0,1.0,,,
ZEDWELL,"WaterProof 20000mAh Dual-USB Waterproof Solar Power Bank Portable LED LCD Battery Charger Outdoor Use for Phone,Pad,Camera",16.99,15.0,3.6,11.0,,,"Orange, $16.99$16.99', 'selected, Green, $15.00, Out of stock$15.00"
ZEDWELL,"WaterProof 20000mAh Dual-USB Waterproof Solar Power Bank Portable LED LCD Battery Charger Outdoor Use for Phone,Pad,Camera",0.0,0.0,3.6,11.0,,,"selected, Orange, $16.99$16.99', 'Green, $15.00, Out of stock$15.00"
Simo,"SIMO HS600000 SOLIS Lite Hotspot Power Bank, Orange",0.0,0.0,3.9,534.0,,,
POCKET JUICE,"Pocket Juice 8K Qi Wireless Portable Charger - 8,000mAh Battery Power Bank with Dual-USB Ports",0.0,0.0,4.1,67.0,,,
Visit the Anker Store,"Anker  65W GaNPrime PowerCore 733 Power Bank, Black",0.0,0.0,1.0,1.0,,,
Visit the Aioneus Store,"Aioneus Wireless Portable Charger 0.27 inch Ultra-thin MagSafe Power Bank 5000mAh Magnetic Battery Pack for iPhone, Samsung, Black",49.99,23.99,4.5,8.0,,,
ABLINK,ABLINK 40000mAh Power Bank Large Capacity Built in 4 Cables and 2 LED Lights Compatible with All Smart Phones and Devices Black,0.0,0.0,3.0,2.0,"https://i5.walmartimages.com/seo/ABLINK-40000mAh-Power-Bank-Large-Capacity-Built-in-4-Cables-and-2-LED-Lights-Compatible-with-All-Smart-Phones-and-Devices-Black_2f652f18-828b-4f8d-9960-6d2fa25c30c8.c9f12cbd690bf4f1f0310bc7ffe62e24.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF', 'https://i5.walmartimages.com/seo/ABLINK-40000mAh-Power-Bank-Large-Capacity-Built-in-4-Cables-and-2-LED-Lights-Compatible-with-All-Smart-Phones-and-Devices-Black_2f652f18-828b-4f8d-9960-6d2fa25c30c8.c9f12cbd690bf4f1f0310bc7ffe62e24.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF",,
